filename,width,height,class,xmin,ymin,xmax,ymax
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,black-pawn,290,295,314,342
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-queen,53,77,80,150
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-king,45,109,75,192
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-bishop,59,52,80,110
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-bishop,41,176,66,233
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-knight,66,21,89,75
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-knight,42,224,69,284
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-rook,28,288,58,346
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-rook,68,3,89,39
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,100,34,119,76
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,102,3,120,41
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,99,70,117,111
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,95,106,115,150
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,94,150,114,193
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,88,196,109,237
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,86,237,108,282
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.0abd6e8d01091ac5396f7a9cf390bdc9.jpg,416,416,white-pawn,77,289,104,337
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-queen,66,88,97,155
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-king,61,113,94,191
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-bishop,54,176,81,232
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-bishop,82,59,106,111
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-knight,87,28,112,77
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-knight,43,228,76,279
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-rook,36,280,68,334
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-rook,90,1,112,45
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,127,3,145,43
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,124,37,141,76
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,118,71,136,111
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,113,105,132,146
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,106,145,127,186
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,99,190,122,233
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,92,234,114,280
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,black-pawn,84,286,107,331
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-queen,321,76,348,148
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-king,324,107,354,189
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-bishop,322,51,344,108
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-bishop,331,174,355,228
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-knight,315,21,338,74
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-knight,326,220,353,279
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-rook,335,283,365,339
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-rook,317,1,337,38
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,285,33,304,74
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,285,1,304,40
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,285,68,304,109
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,286,104,306,147
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,286,147,306,189
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,288,191,309,232
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,288,232,310,276
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.7a003146bd5c6847a71accae7e87bf3b.jpg,416,416,white-pawn,289,283,316,330
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-queen,321,76,350,145
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-king,323,102,355,181
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-bishop,335,165,361,223
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-bishop,312,47,335,101
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-knight,307,16,331,66
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-knight,339,217,370,269
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-rook,346,270,376,325
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-rook,308,1,329,34
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,274,1,292,34
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,277,26,294,66
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,282,61,300,102
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,285,95,303,136
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,289,135,309,177
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,293,180,315,224
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,300,224,321,271
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,black-pawn,306,277,328,323
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-queen,68,72,93,144
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-king,61,103,89,186
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-bishop,73,47,93,104
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-bishop,57,170,81,226
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-knight,79,15,101,69
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-knight,59,218,85,277
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-rook,46,281,75,339
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-rook,81,1,101,34
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,113,27,131,68
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,115,1,132,34
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,112,63,130,104
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,109,99,128,142
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,109,142,128,184
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,104,188,124,229
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,103,229,124,274
03d3ff4582c8125d69c19a72f846bec8_jpg.rf.8cfdbdc73a4c6149758151715b2e8b44.jpg,416,416,white-pawn,95,280,121,328
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-pawn,305,37,332,86
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-bishop,229,148,256,210
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-king,349,77,384,168
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-queen,272,15,301,94
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-rook,233,110,260,168
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-knight,223,241,253,310
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-pawn,313,110,338,163
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,white-pawn,268,209,295,263
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,black-rook,308,1,334,47
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,black-knight,314,238,345,309
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,black-king,78,76,119,168
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,black-pawn,185,257,211,310
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,black-pawn,167,119,190,169
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.41718e1241c9b432c1aef73937e12feb.jpg,416,416,black-pawn,157,200,183,256
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-pawn,292,42,319,89
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-bishop,224,149,251,209
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-king,337,80,372,168
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-queen,261,21,290,97
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-rook,226,113,253,168
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-knight,222,239,252,306
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-pawn,302,112,328,163
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,white-pawn,264,208,291,260
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,black-rook,294,1,320,51
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,black-knight,309,235,341,303
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,black-king,76,82,117,170
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,black-pawn,186,254,212,305
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,black-pawn,163,122,186,171
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.4b3a8c8430ecaaf5d31ff3b6ff994876.jpg,416,416,black-pawn,156,200,182,254
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-pawn,84,42,112,92
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-bishop,154,155,183,218
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-king,29,81,66,173
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-queen,115,21,145,101
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-rook,152,117,181,175
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-knight,152,248,184,318
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-pawn,75,115,102,168
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,white-pawn,113,215,141,270
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,black-rook,83,4,111,53
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,black-knight,60,243,93,314
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,black-king,294,87,337,180
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,black-pawn,195,265,222,319
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,black-pawn,223,128,246,179
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.76f9bf46e314e3671d2b9a9fe1eff19f.jpg,416,416,black-pawn,226,209,253,266
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,black-rook,191,33,217,87
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,black-pawn,197,106,217,154
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,black-king,200,164,235,253
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,white-king,120,72,148,159
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,white-bishop,87,138,117,201
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,white-pawn,161,104,183,153
04aed88a8d23cf27e47806eb23948495_jpg.rf.0afccd002b73949b13d75032bca2828b.jpg,416,416,white-pawn,85,249,109,301
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,black-rook,200,48,224,100
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,black-pawn,205,117,224,162
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,black-king,207,171,240,255
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,white-king,132,87,159,168
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,white-bishop,101,149,129,209
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,white-pawn,171,115,191,162
04aed88a8d23cf27e47806eb23948495_jpg.rf.5b2ede62cd0912672150d67bc6ed8ead.jpg,416,416,white-pawn,98,254,121,303
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,black-rook,202,42,226,95
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,black-pawn,202,113,221,160
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,black-king,186,169,219,256
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,white-king,270,81,297,166
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,white-bishop,302,146,329,208
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,white-pawn,236,111,257,159
04aed88a8d23cf27e47806eb23948495_jpg.rf.b2b9c08d458461669627c4976b744f46.jpg,416,416,white-pawn,310,255,334,305
055b79dd8db4c43e1a23be6095aaf624_jpg.rf.0cecb46a274c53aaaf172c0fbe0e6eaa.jpg,416,416,black-knight,190,312,219,369
055b79dd8db4c43e1a23be6095aaf624_jpg.rf.cd15336671f029c9f3319e08f54705e5.jpg,416,416,black-knight,205,307,233,363
055b79dd8db4c43e1a23be6095aaf624_jpg.rf.cf511a337b73cbbe392f4830229e03be.jpg,416,416,black-knight,174,309,202,368
05de676d5078dc0a13796f3f627993ef_jpg.rf.1ae70c9f54b2825eb3a4d0c4e43d7213.jpg,416,416,black-knight,244,192,272,256
05de676d5078dc0a13796f3f627993ef_jpg.rf.c37fdbdb3b34643c655814729cc944eb.jpg,416,416,black-knight,153,204,181,265
05de676d5078dc0a13796f3f627993ef_jpg.rf.cc83e123e6905474c14e40a7a06b3fbb.jpg,416,416,black-knight,258,193,285,254
06770ce99d4866165c0dfb104179c361_jpg.rf.30f74da3f9fb816762fe128339f2b880.jpg,416,416,black-bishop,158,246,183,306
06770ce99d4866165c0dfb104179c361_jpg.rf.4e1731dc330bcc7c45afae38ba2a6b66.jpg,416,416,black-bishop,178,249,203,306
06770ce99d4866165c0dfb104179c361_jpg.rf.6e91bc2ccd7b43b371771f4aa6565d58.jpg,416,416,black-bishop,220,254,244,312
0798bfb058da59d189c1bfadcf814f29_jpg.rf.1e4fca7542b10b91f6436d8b1b3cb08f.jpg,416,416,white-king,275,84,306,173
0798bfb058da59d189c1bfadcf814f29_jpg.rf.d15086fbba4dea88618e8da79d0e52fc.jpg,416,416,white-king,108,89,140,178
0798bfb058da59d189c1bfadcf814f29_jpg.rf.f416b21fe1523c919632ecb16aace2e2.jpg,416,416,white-king,133,88,162,174
0b4ba28f0c759a11750a6430649b52e3_jpg.rf.360b52c8b8fb20ebbe87ca4a63d454a4.jpg,416,416,white-queen,203,16,227,86
0b4ba28f0c759a11750a6430649b52e3_jpg.rf.79ce979766c7725eac584a892f2af5b1.jpg,416,416,white-queen,222,17,249,91
0b4ba28f0c759a11750a6430649b52e3_jpg.rf.a385c2a65e0d9faff02ab153556cd00b.jpg,416,416,white-queen,201,27,225,97
